row_number,errors,data
205,"['Email is required', 'Invalid phone number: 9893580057.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 507076.0, 'full_name': 'Saanvi Bahri', 'email': '', 'phone_number': 9893580057.0, 'city': 'Pune', 'signup_date': '02-04-2025'}"
206,"['Invalid phone number: 7252203054.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 279657.0, 'full_name': 'Dishani Rout', 'email': 'glala@hotmail.com', 'phone_number': 7252203054.0, 'city': 'Kolkata', 'signup_date': '12-07-2023'}"
207,"['Email is required', 'Invalid phone number: 9641355189.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 562382.0, 'full_name': 'Amani Dhingra', 'email': '', 'phone_number': 9641355189.0, 'city': 'Ahmedabad', 'signup_date': '23-04-2023'}"
208,"['Invalid phone number: 9068950182.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 692384.0, 'full_name': 'Alisha Subramaniam', 'email': 'tanyakulkarni@majumdar.com', 'phone_number': 9068950182.0, 'city': 'Kolkata', 'signup_date': '26-03-2025'}"
209,"['Invalid phone number: 7344359134.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 156259.0, 'full_name': 'Hrishita Gopal', 'email': 'divijdora@hotmail.com', 'phone_number': 7344359134.0, 'city': 'Delhi', 'signup_date': '28-08-2024'}"
210,"['Invalid phone number: 9835149328.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 493266.0, 'full_name': 'Manjari De', 'email': 'azad48@taneja.com', 'phone_number': 9835149328.0, 'city': 'Kolkata', 'signup_date': '27-04-2024'}"
211,"['Invalid phone number: 9420268308.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 941318.0, 'full_name': 'Reyansh Som', 'email': 'rajuranbir@sawhney-lata.com', 'phone_number': 9420268308.0, 'city': 'Hyderabad', 'signup_date': '26-03-2025'}"
212,"['Invalid phone number: 8340412987.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 191011.0, 'full_name': 'Samarth Subramanian', 'email': 'jivin90@gmail.com', 'phone_number': 8340412987.0, 'city': 'Delhi', 'signup_date': '10-09-2023'}"
213,"['Invalid phone number: 7551443940.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 775342.0, 'full_name': 'Hiran Seshadri', 'email': 'xdugar@hotmail.com', 'phone_number': 7551443940.0, 'city': 'Hyderabad', 'signup_date': '08-04-2025'}"
214,"['Invalid phone number: 7789001494.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 716788.0, 'full_name': 'Ira Bera', 'email': 'bajwakaira@bali.info', 'phone_number': 7789001494.0, 'city': 'Hyderabad', 'signup_date': '31-03-2025'}"
215,"['Invalid phone number: 8107582860.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 524870.0, 'full_name': 'Zeeshan Hora', 'email': 'kanav75@yahoo.com', 'phone_number': 8107582860.0, 'city': 'Ahmedabad', 'signup_date': '01-07-2023'}"
216,"['Invalid phone number: 9646604095.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 450778.0, 'full_name': 'Anaya Balay', 'email': 'kavyadatta@gmail.com', 'phone_number': 9646604095.0, 'city': 'Chennai', 'signup_date': '16-03-2025'}"
217,"['Invalid phone number: 9851168124.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 344418.0, 'full_name': 'Pranay Iyengar', 'email': 'settysara@srivastava-handa.info', 'phone_number': 9851168124.0, 'city': 'Pune', 'signup_date': '26-04-2023'}"
218,"['Invalid phone number: 7854161249.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 631413.0, 'full_name': 'Shayak Cheema', 'email': 'badalkari@yahoo.com', 'phone_number': 7854161249.0, 'city': 'Mumbai', 'signup_date': '13-01-2025'}"
219,"['Invalid phone number: 9912430600.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 577652.0, 'full_name': 'Rhea Master', 'email': 'fdeshpande@gmail.com', 'phone_number': 9912430600.0, 'city': 'Bangalore', 'signup_date': '01-09-2023'}"
220,"['Email is required', 'Invalid phone number: 7350311370.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 141005.0, 'full_name': 'Neelofar Gandhi', 'email': '', 'phone_number': 7350311370.0, 'city': 'Chennai', 'signup_date': '02-05-2023'}"
221,"['Invalid phone number: 7017482744.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 603256.0, 'full_name': 'Indranil Dass', 'email': 'mamootychaudhari@ray.net', 'phone_number': 7017482744.0, 'city': 'Bangalore', 'signup_date': '24-08-2024'}"
222,"['Invalid phone number: 8796144385.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 750120.0, 'full_name': 'Riya Ratta', 'email': 'indranilranganathan@gmail.com', 'phone_number': 8796144385.0, 'city': 'Bangalore', 'signup_date': '08-04-2025'}"
223,"['Invalid phone number: 9161746510.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 206751.0, 'full_name': 'Nirvi Kulkarni', 'email': 'kotharieshani@yahoo.com', 'phone_number': 9161746510.0, 'city': 'Kolkata', 'signup_date': '05-02-2025'}"
224,"['Invalid phone number: 8961192552.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 381743.0, 'full_name': 'Mishti Apte', 'email': 'dsant@tella-singhal.com', 'phone_number': 8961192552.0, 'city': 'Kolkata', 'signup_date': '09-03-2025'}"
225,"['Invalid phone number: 7994038627.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 973631.0, 'full_name': 'Miraya Gade', 'email': 'kdhingra@yahoo.com', 'phone_number': 7994038627.0, 'city': 'Chennai', 'signup_date': '05-07-2023'}"
226,"['Invalid phone number: 7431142293.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 632152.0, 'full_name': 'Mishti Basu', 'email': 'gadefateh@gmail.com', 'phone_number': 7431142293.0, 'city': 'Kolkata', 'signup_date': '24-12-2023'}"
227,"['Email is required', 'Invalid phone number: 9313468383.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 614095.0, 'full_name': 'Arhaan Dasgupta', 'email': '', 'phone_number': 9313468383.0, 'city': 'Chennai', 'signup_date': '11-04-2025'}"
228,"['Invalid phone number: 7281220029.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 677547.0, 'full_name': 'Nakul Ganesh', 'email': 'shaanbatra@sule-luthra.com', 'phone_number': 7281220029.0, 'city': 'Bangalore', 'signup_date': '26-04-2023'}"
229,"['Invalid phone number: 9220102817.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 776318.0, 'full_name': 'Dhanuk Sur', 'email': 'navya80@sastry-madan.net', 'phone_number': 9220102817.0, 'city': 'Bangalore', 'signup_date': '05-08-2023'}"
230,"['Invalid phone number: 7619250454.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 513234.0, 'full_name': 'Armaan Kapur', 'email': 'chadumang@yahoo.com', 'phone_number': 7619250454.0, 'city': 'Pune', 'signup_date': '21-03-2025'}"
231,"['Invalid phone number: 7762967030.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 378194.0, 'full_name': 'Kavya Kadakia', 'email': 'golanayantara@gmail.com', 'phone_number': 7762967030.0, 'city': 'Delhi', 'signup_date': '21-03-2025'}"
232,"['Email is required', 'Invalid phone number: 8615627210.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 289811.0, 'full_name': 'Ehsaan Sen', 'email': '', 'phone_number': 8615627210.0, 'city': 'Mumbai', 'signup_date': '08-05-2023'}"
233,"['Invalid phone number: 8649082173.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 340931.0, 'full_name': 'Hiran Venkataraman', 'email': 'manikyasabharwal@yahoo.com', 'phone_number': 8649082173.0, 'city': 'Bangalore', 'signup_date': '08-05-2023'}"
234,"['Invalid phone number: 9817770255.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 667280.0, 'full_name': 'Ivan Sengupta', 'email': 'chadoorja@yahoo.com', 'phone_number': 9817770255.0, 'city': 'Mumbai', 'signup_date': '17-10-2024'}"
235,"['Invalid phone number: 9217268036.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 482019.0, 'full_name': 'Seher Sem', 'email': 'batraumang@hotmail.com', 'phone_number': 9217268036.0, 'city': 'Pune', 'signup_date': '25-03-2025'}"
236,"['Invalid phone number: 8681162759.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 267289.0, 'full_name': 'Umang Kaur', 'email': 'hdara@gmail.com', 'phone_number': 8681162759.0, 'city': 'Delhi', 'signup_date': '27-03-2025'}"
237,"['Invalid phone number: 7522286197.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 417145.0, 'full_name': 'Oorja Gopal', 'email': 'hchadha@gmail.com', 'phone_number': 7522286197.0, 'city': 'Ahmedabad', 'signup_date': '10-11-2023'}"
238,"['Invalid phone number: 7138648481.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 993574.0, 'full_name': 'Nirvaan Krishnan', 'email': 'sanahari@setty.com', 'phone_number': 7138648481.0, 'city': 'Hyderabad', 'signup_date': '03-04-2025'}"
239,"['Invalid phone number: 9570581394.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 738434.0, 'full_name': 'Stuvan Srinivas', 'email': 'cbrar@yahoo.com', 'phone_number': 9570581394.0, 'city': 'Pune', 'signup_date': '17-04-2024'}"
240,"['Invalid phone number: 9257590594.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 972000.0, 'full_name': 'Manikya Dar', 'email': 'senishita@hotmail.com', 'phone_number': 9257590594.0, 'city': 'Hyderabad', 'signup_date': '01-04-2025'}"
241,"['Invalid phone number: 7822335748.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 250616.0, 'full_name': 'Nishith Ramachandran', 'email': 'gbarman@chacko.net', 'phone_number': 7822335748.0, 'city': 'Delhi', 'signup_date': '13-06-2024'}"
242,"['Invalid phone number: 9363249545.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 579116.0, 'full_name': 'Lavanya Ram', 'email': 'isood@hotmail.com', 'phone_number': 9363249545.0, 'city': 'Pune', 'signup_date': '16-01-2025'}"
243,"['Email is required', 'Invalid phone number: 9889030546.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 172188.0, 'full_name': 'Yuvraj  Ratta', 'email': '', 'phone_number': 9889030546.0, 'city': 'Ahmedabad', 'signup_date': '27-06-2023'}"
244,"['Invalid phone number: 8506640857.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 171818.0, 'full_name': 'Tushar Date', 'email': 'chaudrybadal@yahoo.com', 'phone_number': 8506640857.0, 'city': 'Kolkata', 'signup_date': '04-08-2024'}"
245,"['Invalid phone number: 9768081412.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 601336.0, 'full_name': 'Anahita Sane', 'email': 'somaarna@wali.com', 'phone_number': 9768081412.0, 'city': 'Mumbai', 'signup_date': '08-05-2024'}"
246,"['Invalid phone number: 7924459920.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 512346.0, 'full_name': 'Dhruv Kar', 'email': 'onkar22@hotmail.com', 'phone_number': 7924459920.0, 'city': 'Hyderabad', 'signup_date': '11-07-2024'}"
247,"['Invalid phone number: 8016194136.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 693620.0, 'full_name': 'Hunar Wable', 'email': 'badal51@ranganathan.com', 'phone_number': 8016194136.0, 'city': 'Ahmedabad', 'signup_date': '19-04-2023'}"
248,"['Email is required', 'Invalid phone number: 9787247421.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 529897.0, 'full_name': 'Nehmat Balasubramanian', 'email': '', 'phone_number': 9787247421.0, 'city': 'Chennai', 'signup_date': '02-09-2023'}"
249,"['Email is required', 'Invalid phone number: 9881302496.0', 'Order ID is required', 'Invalid order amount', 'Product ID is required', 'Invalid quantity', 'Invalid unit price', 'Invalid payment mode: ', 'Invalid status: ']","{'customer_id': 683155.0, 'full_name': 'Alia Sharaf', 'email': '', 'phone_number': 9881302496.0, 'city': 'Delhi', 'signup_date': '29-12-2023'}"
